,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),trms,dias_contrato,dias_antes_inicio,nivel_embalse,ipp,productos,descripcion,cluster
280,102.24,44.42,226.46,3846.48,1460,324,11556592300.0,123.7,CP-EEPC2020-004-PROD03,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2021 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
281,70.08,7.98,226.5,3846.48,1460,324,11556592300.0,123.7,CP-EEPC2020-004-PROD05,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2021 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
282,79.27,23.78,203.69,3846.48,1460,324,11556592300.0,123.7,CP-EEPC2020-004-PROD07,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2021 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
283,3681.0,518.0,206.54,3843.59,2190,39,11647996400.0,123.7,CP-CMMC2020-002-PROD01,CaribeMar de la Costa solicita energía para atender parte de la demanda de su mercado regulado durante el periodo comprendido entre el 01 de enero del 2021 hasta el 31 de diciembre del 2026,0
284,186.5,186.5,222.54,3856.32,1460,35,11675581100.0,123.7,CP-CQTC2020-002-PROD01,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2024.",0
285,105.0,48.0,211.99,3856.32,1460,35,11675581100.0,123.7,CP-CQTC2020-002-PROD03,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2024.",0
286,17.5,17.5,199.66,3856.32,1460,35,11675581100.0,123.7,CP-CQTC2020-002-PROD04,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2024.",0
287,24.23,24.23,231.1,3824.25,810,-39,11709901600.0,123.7,CP-EMPC2020-005-PROD01,"EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE CARTAGENA DEL CHAIRA EMSERPUCAR ESP, requiere contratar el suministro de energía eléctrica para atender la demanda de su Mercado Regulado, durante el periodo 10 de diciembre de 2020 al 31 de diciembre de 2022 en modalidad PAGUE LO CONTRATADO.",0
288,230.0,52.77,222.34,3769.67,4003,45,9264022300.0,122.59,CP-GNCC2020-007-PROD01,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 14 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2031.,0
289,230.0,52.77,222.34,3826.77,4003,45,9264022300.0,122.59,CP-GNCC2020-007-PROD01,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 14 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2031.,0
290,1029.01,338.25,233.05,3702.62,1825,51,5567453600.0,122.59,CP-CSSC2020-001-PROD01,"Se solicita energía para atender parcialmente el mercado regulado de CARIBESOL DE LA COSTA, en el periodo 01/01/2021 al 31/12/2025.",0
291,1195.41,69.58,231.81,3702.62,1825,51,5567453600.0,122.59,CP-CSSC2020-001-PROD02,"Se solicita energía para atender parcialmente el mercado regulado de CARIBESOL DE LA COSTA, en el periodo 01/01/2021 al 31/12/2025.",0
292,518.81,446.29,213.0,3702.62,1825,51,5567453600.0,122.59,CP-CSSC2020-001-PROD05,"Se solicita energía para atender parcialmente el mercado regulado de CARIBESOL DE LA COSTA, en el periodo 01/01/2021 al 31/12/2025.",0
293,1263.37,63.17,211.34,3702.62,1825,51,5567453600.0,122.59,CP-CSSC2020-001-PROD06,"Se solicita energía para atender parcialmente el mercado regulado de CARIBESOL DE LA COSTA, en el periodo 01/01/2021 al 31/12/2025.",0
294,2191.2,249.0,215.19,3702.62,1825,51,5567453600.0,122.59,CP-CSSC2020-001-PROD07,"Se solicita energía para atender parcialmente el mercado regulado de CARIBESOL DE LA COSTA, en el periodo 01/01/2021 al 31/12/2025.",0
295,94.0,47.0,200.0,3769.67,5478,397,9264022300.0,122.59,CP-CHCC2020-002-PROD03,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado , incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, en los meses, tipo de contrato y cantidades para el período 1° de enero de 2022 al 31 de diciembre de 2036",6
296,94.0,47.0,200.0,3826.77,5478,397,9264022300.0,122.59,CP-CHCC2020-002-PROD03,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado , incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, en los meses, tipo de contrato y cantidades para el período 1° de enero de 2022 al 31 de diciembre de 2036",6
297,94.0,94.0,193.0,3769.67,5478,397,9264022300.0,122.59,CP-CHCC2020-002-PROD04,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado , incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, en los meses, tipo de contrato y cantidades para el período 1° de enero de 2022 al 31 de diciembre de 2036",6
298,94.0,94.0,193.0,3826.77,5478,397,9264022300.0,122.59,CP-CHCC2020-002-PROD04,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado , incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, en los meses, tipo de contrato y cantidades para el período 1° de enero de 2022 al 31 de diciembre de 2036",6
299,181.43,116.12,230.92,3867.81,364,43,11701275400.0,123.54,CP-ENIC2020-001-PROD01,"ENELAR ESP, invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 01 de enero de 2021 y el 31 de diciembre de 2021, para atender su mercado regulado.",0
300,308.48,115.68,201.03,3863.6,1460,45,11650265300.0,123.54,CP-EPIC2020-003-PROD03,Suministro de la energía eléctrica con destino al mercado regulado para el período comprendido entre el 1 de enero del año 2021 al 31 de diciembre del año 2022 (o el día en que inicie el despacho por el ASIC) y del 1 de enero del año 2024 al 31 de diciembre del año 2024.,0
301,23.77,8.3,235.0,3703.86,3651,112,11336418700.0,123.54,CP-NMRC2020-003-PROD01,"ENERMAS S.A.S. E.S.P solicita propuesta para contratar el suministro de energía y potencia para atender su Mercado Regulado, Se recibirán ofertas en la modalidad pague lo contratado , a partir del 1 de enero de 2021 al 31 de diciembre de 2030.",0
302,818.0,82.0,207.27,3697.0,1824,236,11338782400.0,123.54,CP-ESSC2020-001-PROD03,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para los meses de febrero, julio, agosto y septiembre del año 2021 y 1 de enero de 2022 al 31 de diciembre de 2025.",0
303,898.0,453.0,200.59,3697.0,1824,236,11338782400.0,123.54,CP-ESSC2020-001-PROD04,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para los meses de febrero, julio, agosto y septiembre del año 2021 y 1 de enero de 2022 al 31 de diciembre de 2025.",0
304,731.0,731.0,193.57,3697.0,1824,236,11338782400.0,123.54,CP-ESSC2020-001-PROD05,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado, para los meses de febrero, julio, agosto y septiembre del año 2021 y 1 de enero de 2022 al 31 de diciembre de 2025.",0
305,715.0,398.0,226.32,3820.17,1825,74,11063099700.0,122.76,CP-EPMC2020-002-PROD01,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1° de enero de 2021 al 31 de diciembre de 2022 y 1° de enero al 31 de diciembre de 2025.",0
306,1105.0,91.0,221.79,3820.17,1825,74,11063099700.0,122.76,CP-EPMC2020-002-PROD02,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1° de enero de 2021 al 31 de diciembre de 2022 y 1° de enero al 31 de diciembre de 2025.",0
307,368.0,368.0,193.35,3820.17,1825,74,11063099700.0,122.76,CP-EPMC2020-002-PROD03,"Recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1° de enero de 2021 al 31 de diciembre de 2022 y 1° de enero al 31 de diciembre de 2025.",0
308,14.59,10.22,203.05,3766.73,1815,-29,10731452000.0,122.76,CP-EEPC2020-003-PROD01,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de diciembre del año 2020 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
309,5.21,2.6,197.97,3766.73,1815,-29,10731452000.0,122.76,CP-EEPC2020-003-PROD02,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de diciembre del año 2020 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
310,87.6,26.28,202.98,3766.73,1815,-29,10731452000.0,122.76,CP-EEPC2020-003-PROD09,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de diciembre del año 2020 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
311,43.92,17.57,199.0,3766.73,1815,-29,10731452000.0,122.76,CP-EEPC2020-003-PROD11,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de diciembre del año 2020 al 31 de diciembre del año 2024, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",0
312,1286.0,184.0,223.61,3792.13,1825,113,10780382300.0,122.76,CP-CDSC2020-002-PROD01,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
313,4271.0,342.0,235.25,3792.13,1825,113,10780382300.0,122.76,CP-CDSC2020-002-PROD02,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
314,2471.0,794.0,205.87,3792.13,1825,113,10780382300.0,122.76,CP-CDSC2020-002-PROD03,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
315,693.0,693.0,194.25,3792.13,1825,113,10780382300.0,122.76,CP-CDSC2020-002-PROD05,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
316,1.94,1.94,201.0,3775.95,355,-248,6337306300.0,122.5,CP-CASC2020-001-PROD01,"ENERCA requiere contratar el suministro de energía para atender parcialmente su demanda regulada durante el periodo comprendido entre el 01 de noviembre de 2020 al 31 de diciembre de 2020, de acuerdo con las cantidades solicitadas",0
317,1.94,1.94,201.0,3565.06,355,-248,6337306300.0,122.5,CP-CASC2020-001-PROD01,"ENERCA requiere contratar el suministro de energía para atender parcialmente su demanda regulada durante el periodo comprendido entre el 01 de noviembre de 2020 al 31 de diciembre de 2020, de acuerdo con las cantidades solicitadas",0
318,178.0,130.0,218.0,3768.39,364,99,5775718400.0,123.27,CP-GNCC2020-006-PROD01,"VATIA S.A E.S.P. está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2021,",0
319,178.0,130.0,218.0,3645.9,364,99,5775718400.0,123.27,CP-GNCC2020-006-PROD01,"VATIA S.A E.S.P. está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2021,",0
320,83.04,83.04,215.39,3690.8,4382,99,10441172500.0,122.59,CP-EMIC2020-001-PROD02,"Se contratará en modalidad Pague lo Contratado parte de la demanda regulada proyectada a atender por EMCALI EICE ESP en el período enero 2021 a diciembre 2032. En total son 9 productos que incluirán: energías por año entre los años 2021 a 2026 sin incluir el 2022, un producto años 2027-2032 y tres productos de FNCER.",0
321,1013.57,304.07,196.31,3690.8,4382,99,10441172500.0,122.59,CP-EMIC2020-001-PROD04,"Se contratará en modalidad Pague lo Contratado parte de la demanda regulada proyectada a atender por EMCALI EICE ESP en el período enero 2021 a diciembre 2032. En total son 9 productos que incluirán: energías por año entre los años 2021 a 2026 sin incluir el 2022, un producto años 2027-2032 y tres productos de FNCER.",0
322,1011.88,303.56,193.05,3690.8,4382,99,10441172500.0,122.59,CP-EMIC2020-001-PROD05,"Se contratará en modalidad Pague lo Contratado parte de la demanda regulada proyectada a atender por EMCALI EICE ESP en el período enero 2021 a diciembre 2032. En total son 9 productos que incluirán: energías por año entre los años 2021 a 2026 sin incluir el 2022, un producto años 2027-2032 y tres productos de FNCER.",0
325,939.0,153.0,198.0,3738.19,1095,663,9523162000.0,122.59,CP-CHCC2020-001-PROD02,"Suministro de energía y potencia eléctricas requerida para atender el mercado regulado de CHEC, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional; en la modalidad, pague lo contratado y cantidades En MWh.para el período 01 DE ENERO DEL AÑO 2022 AL 31 DE DICIEMBRE DEL AÑO 2024.",7
326,944.0,188.0,198.0,3738.19,1095,663,9523162000.0,122.59,CP-CHCC2020-001-PROD03,"Suministro de energía y potencia eléctricas requerida para atender el mercado regulado de CHEC, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional; en la modalidad, pague lo contratado y cantidades En MWh.para el período 01 DE ENERO DEL AÑO 2022 AL 31 DE DICIEMBRE DEL AÑO 2024.",7
327,168.04,114.71,198.67,4008.78,3651,127,5800484600.0,123.27,CP-RTQC2020-004-PROD01,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de enero de 2021 al 31 de diciembre de 2030.,0
328,168.04,114.71,198.67,3645.9,3651,127,5800484600.0,123.27,CP-RTQC2020-004-PROD01,RUITOQUE S.A E.S.P. requiere contratar el suministro de energía para atender su demanda regulada durante el periodo comprendido entre el 01 de enero de 2021 al 31 de diciembre de 2030.,0
329,1231.14,1231.14,206.72,3633.32,3651,491,9016761100.0,122.59,CP-GNCC2020-005-PROD01,"VATIA de acuerdo con la Ley 1955 de 2019 en su art. 296, reglamentada a través de la Resolución 4-0715 de 2019 del Ministerio de Minas y Energía, está interesada en recibir Ofertas proveniente de fuentes no convencionales de energía renovable, con destino al mercado regulado, para el periodo comprendido 2022-2031.",-1
330,715.51,367.15,201.51,3722.27,730,865,7699717200.0,122.5,CP-CDNC2020-002-PROD01,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 Enero de 2023 a 31 de Diciembre de 2024,7
331,726.16,555.27,199.52,3722.27,730,865,7699717200.0,122.5,CP-CDNC2020-002-PROD02,CEDENAR S.A. E.S.P. está interesado en recibir ofertas para comprar energía eléctrica con el fin de atender la demanda de su mercado regulado actual y potencial para el periodo comprendido entre el 01 Enero de 2023 a 31 de Diciembre de 2024,7
332,561.37,331.1,231.78,3760.22,729,141,7072781700.0,122.5,CP-GNCC2020-004-PROD01,VATIA S.A E.S.P. -VATIA- está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2022.,0
333,269.8,250.9,226.71,3749.03,1825,24,7030196700.0,122.5,CP-GNCC2020-003-PROD01,"VATIA S.A E.S.P. -VATIA- está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2025,",0
334,199.39,186.5,222.37,3749.03,1825,24,7030196700.0,122.5,CP-GNCC2020-003-PROD02,"VATIA S.A E.S.P. -VATIA- está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2025,",0
335,36.8,36.8,220.0,3749.03,1825,24,7030196700.0,122.5,CP-GNCC2020-003-PROD03,"VATIA S.A E.S.P. -VATIA- está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2025,",0
336,43.43,43.43,198.69,3749.03,1825,24,7030196700.0,122.5,CP-GNCC2020-003-PROD04,"VATIA S.A E.S.P. -VATIA- está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2025,",0
337,50.28,50.28,196.43,3749.03,1825,24,7030196700.0,122.5,CP-GNCC2020-003-PROD05,"VATIA S.A E.S.P. -VATIA- está interesada en recibir Ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 1 de enero de 2021 hasta las 24:00 del día 31 de diciembre de 2025,",0
338,207.27,20.72,223.84,3741.88,1825,24,6991028500.0,122.5,CP-CQTC2020-001-PROD01,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2025.",0
339,175.72,70.28,200.86,3741.88,1825,24,6991028500.0,122.5,CP-CQTC2020-001-PROD03,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2025.",0
340,174.96,157.46,197.61,3741.88,1825,24,6991028500.0,122.5,CP-CQTC2020-001-PROD04,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2025.",0
341,178.97,178.97,192.99,3741.88,1825,24,6991028500.0,122.5,CP-CQTC2020-001-PROD05,"Compra del suministro de energía y potencia eléctrica para atender el mercado regulado de ELECTROCAQUETA S.A ESP., en el período comprendido entre las 00:00 horas del día 1ro de enero del año 2021 y hasta las 11:59 pm del día 31 de diciembre del año 2025.",0
342,14.56,14.56,220.34,3758.15,1817,-272,6913201700.0,122.5,CP-EPIC2020-002-PROD01,CELSIA TOLIMA mediante la presente Convocatoria Pública requiere contratar el suministro de la energía eléctrica con destino al mercado regulado para el período comprendido entre el 1 de octubre del año 2020 y el 31 de diciembre del año 2024.,0
343,341.41,130.38,213.75,3758.15,1817,-272,6913201700.0,122.5,CP-EPIC2020-002-PROD02,CELSIA TOLIMA mediante la presente Convocatoria Pública requiere contratar el suministro de la energía eléctrica con destino al mercado regulado para el período comprendido entre el 1 de octubre del año 2020 y el 31 de diciembre del año 2024.,0
344,529.31,241.68,232.0,3758.15,1817,-272,6913201700.0,122.5,CP-EPIC2020-002-PROD03,CELSIA TOLIMA mediante la presente Convocatoria Pública requiere contratar el suministro de la energía eléctrica con destino al mercado regulado para el período comprendido entre el 1 de octubre del año 2020 y el 31 de diciembre del año 2024.,0
345,302.94,302.94,199.04,3758.15,1817,-272,6913201700.0,122.5,CP-EPIC2020-002-PROD04,CELSIA TOLIMA mediante la presente Convocatoria Pública requiere contratar el suministro de la energía eléctrica con destino al mercado regulado para el período comprendido entre el 1 de octubre del año 2020 y el 31 de diciembre del año 2024.,0
346,1035.39,720.63,198.63,3758.15,1817,-272,6913201700.0,122.5,CP-EPIC2020-002-PROD05,CELSIA TOLIMA mediante la presente Convocatoria Pública requiere contratar el suministro de la energía eléctrica con destino al mercado regulado para el período comprendido entre el 1 de octubre del año 2020 y el 31 de diciembre del año 2024.,0
347,208.0,44.0,222.19,3565.06,472,47,6298968600.0,122.5,CP-EDIC2020-002-PROD01,"Se requiere el suministro de energía para los periodos comprendidos entre el 15 de septiembre del 2020 al 31 de diciembre del 2021 , con destino al mercado regulado de ELECTRICARIBE.",0
348,1702.67,340.53,218.0,3901.34,5843,329,12994430400.0,124.31,CP-EPMC2020-001-PROD02,"El objeto de esta Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2021 al 31 de diciembre de 2036.",8
349,1479.77,1479.77,201.66,3901.34,5843,329,12994430400.0,124.31,CP-EPMC2020-001-PROD03,"El objeto de esta Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2021 al 31 de diciembre de 2036.",8
350,1536.77,1536.77,197.75,3901.34,5843,329,12994430400.0,124.31,CP-EPMC2020-001-PROD04,"El objeto de esta Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2021 al 31 de diciembre de 2036.",8
351,2167.21,2167.21,166.8,3901.34,5843,329,12994430400.0,124.31,CP-EPMC2020-001-PROD05,"El objeto de esta Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2021 al 31 de diciembre de 2036.",-1
352,4490.13,4490.13,186.6,3901.34,5843,329,12994430400.0,124.31,CP-EPMC2020-001-PROD06,"El objeto de esta Solicitud Pública de Ofertas es recibir propuestas para el suministro de energía y potencia eléctricas requeridas para atender el mercado regulado de EPM, incluyendo las pérdidas correspondientes en el Sistema de Transmisión Nacional, para el período 1 de enero de 2021 al 31 de diciembre de 2036.",-1
353,322.11,38.65,197.74,3990.1,1460,554,5510860100.0,122.59,CP-HLAC2020-001-PROD02,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía y potencia a parte de su mercado regulado, para los años 2022 - 2025",7
354,387.88,196.96,197.07,3990.1,1460,554,5510860100.0,122.59,CP-HLAC2020-001-PROD03,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía y potencia a parte de su mercado regulado, para los años 2022 - 2025",7
355,240.55,163.6,192.03,3990.1,1460,554,5510860100.0,122.59,CP-HLAC2020-001-PROD04,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía y potencia a parte de su mercado regulado, para los años 2022 - 2025",7
356,4270.0,641.0,215.9,4039.87,1825,198,5458484400.0,123.27,CP-CDSC2020-001-PROD02,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
357,4003.0,1741.0,198.21,4039.87,1825,198,5458484400.0,123.27,CP-CDSC2020-001-PROD03,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
358,4055.0,2105.0,196.44,4039.87,1825,198,5458484400.0,123.27,CP-CDSC2020-001-PROD04,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",0
359,5455.0,5051.0,192.05,4039.87,1825,198,5458484400.0,123.27,CP-CDSC2020-001-PROD05,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2021 y el 31 de diciembre de 2025, para atender su mercado regulado.",-1
361,430.5,268.05,227.8,3262.05,1090,-112,5862409900.0,123.27,CP-PEEC2020-002-PROD01,"CARACTERÍSTICAS DE LOS PRODUCTOS A CONTRATAR: PROFESIONALES EN ENERGÍA SA ESP requiere contratar el suministro de energía eléctrica para atender la demanda de su Mercado Regulado, durante el periodo 1 de junio de 2020 al 31 de diciembre de 2022 en modalidad PAGUE LO DEMANDADO.",0
362,430.5,268.05,227.8,3455.56,1090,-112,5862409900.0,123.27,CP-PEEC2020-002-PROD01,"CARACTERÍSTICAS DE LOS PRODUCTOS A CONTRATAR: PROFESIONALES EN ENERGÍA SA ESP requiere contratar el suministro de energía eléctrica para atender la demanda de su Mercado Regulado, durante el periodo 1 de junio de 2020 al 31 de diciembre de 2022 en modalidad PAGUE LO DEMANDADO.",0
363,240.0,120.0,197.5,3400.98,2184,-112,7621493100.0,122.34,CP-GNCC2020-001-PROD05,"VATIA S.A E.S.P. requiere el suministro de energía con destino al mercado regulado, para el periodo del 1 de agosto de 2020 al 31 de diciembre de 2025.",0
364,240.0,120.0,197.5,3400.98,2184,-112,7621493100.0,122.34,CP-GNCC2020-001-PROD06,"VATIA S.A E.S.P. requiere el suministro de energía con destino al mercado regulado, para el periodo del 1 de agosto de 2020 al 31 de diciembre de 2025.",0
365,4994.14,2566.15,200.45,3858.56,2056,45,11702859500.0,124.42,CP-EDIC2020-001-PROD01,"Se requiere el suministro de energía para los periodos comprendidos entre el 15 de mayo del 2020 al 31 de diciembre del 2021 y desde el 1° de enero del 2024 al 31 de diciembre del 2025, con destino al mercado regulado de ELECTRICARIBE. (No se requiere energía para los años 2022 y 2023)",9
366,4994.14,2566.15,200.45,3440.96,2056,45,11702859500.0,124.42,CP-EDIC2020-001-PROD01,"Se requiere el suministro de energía para los periodos comprendidos entre el 15 de mayo del 2020 al 31 de diciembre del 2021 y desde el 1° de enero del 2024 al 31 de diciembre del 2025, con destino al mercado regulado de ELECTRICARIBE. (No se requiere energía para los años 2022 y 2023)",9
