,Productos,Cantidad de energía demandada GWh,Cantidad de energía adjudicada GWh,Precio promedio ponderado adjudicado ($/KWh),periodo_inicio,periodo_fin,descripcion,union,CodigoConvocatoria,CodigoSicAgente,NombreAgenteComprador,FechaPublicacionAviso,PeriodoAContratar,FechaInicio,FechaFin,DuracionDias,meses,FechaPliegosParaConsulta,FechaPliegosDefinitivos,FechaLimiteRecepcionOfertas,AudienciaPublica,FechaMaximaFormalizacionContratos,Estado,TipoMercado,ExclusivaFNCER,FechaSuspension,FechaReactivacion,FechaCancelacion,FechaCierreConvocatoria
786,CP-EMIC2021-001-PROD06,239.53,0.0,0.0,01/07/2021,31/12/2032,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,CP-EMIC2021-001/EMCALI/EMIC/01%2F07%2F2021/31%2F12%2F2032/false/Regulado,CP-EMIC2021-001,EMIC,EMCALI,05/03/2021,01/07/2021 al 31/12/2032,01/07/2021,31/12/2032,4201.0,138.1150684931507,12/03/2021,07/04/2021,05/05/2021,14/05/2021,08/06/2021,Cerrada y adjudicada,Regulado,NO,,,,02/07/2021
787,CP-EMIC2021-001-PROD07,289.72,0.0,0.0,01/07/2021,31/12/2032,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,CP-EMIC2021-001/EMCALI/EMIC/01%2F07%2F2021/31%2F12%2F2032/false/Regulado,CP-EMIC2021-001,EMIC,EMCALI,05/03/2021,01/07/2021 al 31/12/2032,01/07/2021,31/12/2032,4201.0,138.1150684931507,12/03/2021,07/04/2021,05/05/2021,14/05/2021,08/06/2021,Cerrada y adjudicada,Regulado,NO,,,,02/07/2021
788,CP-EMIC2021-001-PROD08,659.34,659.34,200.0,01/07/2021,31/12/2032,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,CP-EMIC2021-001/EMCALI/EMIC/01%2F07%2F2021/31%2F12%2F2032/false/Regulado,CP-EMIC2021-001,EMIC,EMCALI,05/03/2021,01/07/2021 al 31/12/2032,01/07/2021,31/12/2032,4201.0,138.1150684931507,12/03/2021,07/04/2021,05/05/2021,14/05/2021,08/06/2021,Cerrada y adjudicada,Regulado,NO,,,,02/07/2021
789,CP-EMIC2021-001-PROD09,1501.64,1501.64,188.4,01/07/2021,31/12/2032,Demanda del mercado regulado atendida por EMCALI EICE ESP en los periodos del 1 de julio al 31 de diciembre de 2021 y del 1 de enero del 2023 al 31 de diciembre del 2032.,CP-EMIC2021-001/EMCALI/EMIC/01%2F07%2F2021/31%2F12%2F2032/false/Regulado,CP-EMIC2021-001,EMIC,EMCALI,05/03/2021,01/07/2021 al 31/12/2032,01/07/2021,31/12/2032,4201.0,138.1150684931507,12/03/2021,07/04/2021,05/05/2021,14/05/2021,08/06/2021,Cerrada y adjudicada,Regulado,NO,,,,02/07/2021
790,CP-EEPC2021-001-PROD01,,,,01/01/2022,31/12/2026,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-001/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-EEPC2021-001,EEPC,EEP,02/03/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,02/03/2021,17/03/2021,19/04/2021,30/04/2021,24/05/2021,Cerrada y adjudicada,Regulado,NO,,,,25/05/2021
791,CP-EEPC2021-001-PROD02,17.52,17.52,209.5,01/01/2022,31/12/2026,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-001/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-EEPC2021-001,EEPC,EEP,02/03/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,02/03/2021,17/03/2021,19/04/2021,30/04/2021,24/05/2021,Cerrada y adjudicada,Regulado,NO,,,,25/05/2021
792,CP-EEPC2021-001-PROD03,,,,01/01/2022,31/12/2026,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-001/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-EEPC2021-001,EEPC,EEP,02/03/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,02/03/2021,17/03/2021,19/04/2021,30/04/2021,24/05/2021,Cerrada y adjudicada,Regulado,NO,,,,25/05/2021
793,CP-EEPC2021-001-PROD04,17.57,14.93,205.5,01/01/2022,31/12/2026,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-001/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-EEPC2021-001,EEPC,EEP,02/03/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,02/03/2021,17/03/2021,19/04/2021,30/04/2021,24/05/2021,Cerrada y adjudicada,Regulado,NO,,,,25/05/2021
794,CP-EEPC2021-001-PROD05,17.52,17.52,198.45,01/01/2022,31/12/2026,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-001/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-EEPC2021-001,EEPC,EEP,02/03/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,02/03/2021,17/03/2021,19/04/2021,30/04/2021,24/05/2021,Cerrada y adjudicada,Regulado,NO,,,,25/05/2021
795,CP-EEPC2021-001-PROD06,,,,01/01/2022,31/12/2026,"La EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP., está interesada en recibir ofertas para la venta o suministro de energía eléctrica para el período comprendido entre el 01 de enero del año 2022 al 31 de diciembre del año 2026, con el objetivo de abastecer la demanda comercial de energía de su Mercado Regulado.",CP-EEPC2021-001/EEP/EEPC/01%2F01%2F2022/31%2F12%2F2026/false/Regulado,CP-EEPC2021-001,EEPC,EEP,02/03/2021,01/01/2022 al 31/12/2026,01/01/2022,31/12/2026,1825.0,60.0,02/03/2021,17/03/2021,19/04/2021,30/04/2021,24/05/2021,Cerrada y adjudicada,Regulado,NO,,,,25/05/2021
796,CP-EMEC2021-001-PROD01,14.0,6.0,195.0,01/06/2021,31/12/2022,La Empresa Municipal de energía Eléctrica S.A E.S.P está interesada en recibir ofertas de suministro de energía eléctrica para atender su mercado regulado para el periodo comprendido entre el 1 de Junio de 2021 hasta el 31 de diciembre de 2022,CP-EMEC2021-001/EMEE/EMEC/01%2F06%2F2021/31%2F12%2F2022/false/Regulado,CP-EMEC2021-001,EMEC,EMEE,25/02/2021,01/06/2021 al 31/12/2022,01/06/2021,31/12/2022,578.0,19.002739726027396,25/02/2021,05/03/2021,09/04/2021,22/04/2021,13/05/2021,Cerrada y adjudicada,Regulado,NO,,,,24/06/2021
797,CP-NEUC2021-001-PROD01,120.7,85.34,225.5,01/07/2021,31/12/2025,"Suministro de la energía eléctrica requerida para atender su mercado regulado para el período comprendido entre el 1 de julio de 2021 y el 31 de diciembre de 2025, conforme lo establecido en la regulación vigente de la Comisión de Regulación de Energía y Gas – CREG.",CP-NEUC2021-001/NEU/NEUC/01%2F07%2F2021/31%2F12%2F2025/false/Regulado,CP-NEUC2021-001,NEUC,NEU,24/02/2021,01/07/2021 al 31/12/2025,01/07/2021,31/12/2025,1644.0,54.04931506849315,04/03/2021,26/03/2021,29/04/2021,12/05/2021,03/06/2021,Cerrada y adjudicada,Regulado,NO,,,,07/07/2021
798,CP-ESSC2021-001-PROD01,19.22,19.22,224.95,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
799,CP-ESSC2021-001-PROD02,98.33,0.0,0.0,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
800,CP-ESSC2021-001-PROD03,76.65,0.0,0.0,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
801,CP-ESSC2021-001-PROD04,310.09,0.0,0.0,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
802,CP-ESSC2021-001-PROD05,76.65,0.0,0.0,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
803,CP-ESSC2021-001-PROD06,659.68,359.49,222.03,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
804,CP-ESSC2021-001-PROD07,445.6,94.54,207.98,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
805,CP-ESSC2021-001-PROD08,240.07,240.07,201.12,10/06/2021,31/12/2025,"ESSA está interesada en recibir propuestas para el suministro de energía y potencia eléctrica requeridas para atender su mercado regulado, bajo la modalidad páguelo contratado del 10 de junio de 2021 al 31 de diciembre de 2025.",CP-ESSC2021-001/ESSA/ESSC/10%2F06%2F2021/31%2F12%2F2025/false/Regulado,CP-ESSC2021-001,ESSC,ESSA,22/02/2021,10/06/2021 al 31/12/2025,10/06/2021,31/12/2025,1665.0,54.73972602739726,23/02/2021,16/03/2021,16/04/2021,29/04/2021,21/05/2021,Cerrada y adjudicada,Regulado,NO,,,,31/05/2021
806,CP-CDSC2021-001-PROD01,10825.0,4450.0,198.25,01/01/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-001/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-001,CDSC,CODENSA,17/02/2021,01/01/2022 al 31/12/2036,01/01/2022,31/12/2036,5478.0,180.0986301369863,22/02/2021,15/03/2021,15/04/2021,28/04/2021,14/05/2021,Cerrada y adjudicada,Regulado,NO,,,,26/05/2021
807,CP-CDSC2021-001-PROD02,7219.0,0.0,0.0,01/01/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-001/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-001,CDSC,CODENSA,17/02/2021,01/01/2022 al 31/12/2036,01/01/2022,31/12/2036,5478.0,180.0986301369863,22/02/2021,15/03/2021,15/04/2021,28/04/2021,14/05/2021,Cerrada y adjudicada,Regulado,NO,,,,26/05/2021
808,CP-CDSC2021-001-PROD03,6817.0,2125.0,185.45,01/01/2022,31/12/2036,"CODENSA S.A. ESP invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de enero de 2022 y el 31 de diciembre de 2026, para atender su mercado regulado.",CP-CDSC2021-001/CODENSA/CDSC/01%2F01%2F2022/31%2F12%2F2036/false/Regulado,CP-CDSC2021-001,CDSC,CODENSA,17/02/2021,01/01/2022 al 31/12/2036,01/01/2022,31/12/2036,5478.0,180.0986301369863,22/02/2021,15/03/2021,15/04/2021,28/04/2021,14/05/2021,Cerrada y adjudicada,Regulado,NO,,,,26/05/2021
809,CP-TPLC2021-001-PROD01,2.1,2.1,222.49,01/07/2021,31/12/2023,"TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de julio de 2021 y el 31 de diciembre de 2023, con destino al mercado regulado.",CP-TPLC2021-001/TERPEL/TPLC/01%2F07%2F2021/31%2F12%2F2023/false/Regulado,CP-TPLC2021-001,TPLC,TERPEL,16/02/2021,01/07/2021 al 31/12/2023,01/07/2021,31/12/2023,913.0,30.016438356164382,22/02/2021,03/03/2021,20/04/2021,30/04/2021,03/06/2021,Cerrada y adjudicada,Regulado,NO,,,,16/06/2021
810,CP-TPLC2021-001-PROD02,,,,01/07/2021,31/12/2023,"TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de julio de 2021 y el 31 de diciembre de 2023, con destino al mercado regulado.",CP-TPLC2021-001/TERPEL/TPLC/01%2F07%2F2021/31%2F12%2F2023/false/Regulado,CP-TPLC2021-001,TPLC,TERPEL,16/02/2021,01/07/2021 al 31/12/2023,01/07/2021,31/12/2023,913.0,30.016438356164382,22/02/2021,03/03/2021,20/04/2021,30/04/2021,03/06/2021,Cerrada y adjudicada,Regulado,NO,,,,16/06/2021
811,CP-TPLC2021-001-PROD03,,,,01/07/2021,31/12/2023,"TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de julio de 2021 y el 31 de diciembre de 2023, con destino al mercado regulado.",CP-TPLC2021-001/TERPEL/TPLC/01%2F07%2F2021/31%2F12%2F2023/false/Regulado,CP-TPLC2021-001,TPLC,TERPEL,16/02/2021,01/07/2021 al 31/12/2023,01/07/2021,31/12/2023,913.0,30.016438356164382,22/02/2021,03/03/2021,20/04/2021,30/04/2021,03/06/2021,Cerrada y adjudicada,Regulado,NO,,,,16/06/2021
812,CP-TPLC2021-001-PROD04,,,,01/07/2021,31/12/2023,"TERPEL ENERGÍA S.A.S. E.S.P. invita a los interesados a presentar oferta mercantil para el suministro de energía entre el 1 de julio de 2021 y el 31 de diciembre de 2023, con destino al mercado regulado.",CP-TPLC2021-001/TERPEL/TPLC/01%2F07%2F2021/31%2F12%2F2023/false/Regulado,CP-TPLC2021-001,TPLC,TERPEL,16/02/2021,01/07/2021 al 31/12/2023,01/07/2021,31/12/2023,913.0,30.016438356164382,22/02/2021,03/03/2021,20/04/2021,30/04/2021,03/06/2021,Cerrada y adjudicada,Regulado,NO,,,,16/06/2021
813,CP-GNCC2021-001-PROD01,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
814,CP-GNCC2021-001-PROD02,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
815,CP-GNCC2021-001-PROD03,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
816,CP-GNCC2021-001-PROD04,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
817,CP-GNCC2021-001-PROD05,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
818,CP-GNCC2021-001-PROD06,42.3,31.7,216.78,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
819,CP-GNCC2021-001-PROD07,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
820,CP-GNCC2021-001-PROD08,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
821,CP-GNCC2021-001-PROD09,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
822,CP-GNCC2021-001-PROD10,,,,20/05/2021,31/12/2025,VATIA S.A E.S.P. -VATIA- está interesada en recibir ofertas para la contratación del suministro de energía eléctrica con destino a atender la demanda del mercado regulado en el periodo comprendido desde las 00:00 horas del día 20 de mayo de 2021 hasta las 24:00 del día 31 de diciembre de 2025,CP-GNCC2021-001/VATIA/GNCC/20%2F05%2F2021/31%2F12%2F2025/false/Regulado,CP-GNCC2021-001,GNCC,VATIA,08/02/2021,20/05/2021 al 31/12/2025,20/05/2021,31/12/2025,1686.0,55.43013698630137,10/02/2021,24/02/2021,25/03/2021,09/04/2021,19/04/2021,Cerrada y adjudicada,Regulado,NO,,,,23/04/2021
823,CP-HLAC2021-001-PROD01,103.64,0.0,0.0,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
824,CP-HLAC2021-001-PROD02,271.36,0.0,0.0,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
825,CP-HLAC2021-001-PROD03,344.57,0.0,0.0,01/01/2022,31/12/2025,"En cumplimiento de lo establecido en las leyes 142 y 143 de 1994 y las resoluciones emitidas por la CREG, en especial la No. 130 de 2019, ELECTROHUILA S.A. E.S.P. está interesada en recibir propuestas para el suministro de energía de su mercado regulado, para los años 2022 - 2025",CP-HLAC2021-001/ELECTROHUILA/HLAC/01%2F01%2F2022/31%2F12%2F2025/false/Regulado,CP-HLAC2021-001,HLAC,ELECTROHUILA,25/01/2021,01/01/2022 al 31/12/2025,01/01/2022,31/12/2025,1460.0,48.0,29/01/2021,18/02/2021,19/03/2021,02/04/2021,21/04/2021,Cerrada y adjudicada,Regulado,NO,,,,04/05/2021
